city,state_id,state_name,county_name,lat,lng,zips,id
Rachel,WV,West Virginia,Marion,39.5207,-80.2997,26587,1840116986
Ridgeley,WV,West Virginia,Mineral,39.6432,-78.7711,26753,1840100467
Hendricks,WV,West Virginia,Tucker,39.0754,-79.6299,26271,1840099900
Elkins,WV,West Virginia,Randolph,38.9237,-79.8541,26241,1840099103
Nutter Fort,WV,West Virginia,Harrison,39.2604,-80.3265,26301,1840100309
Grafton,WV,West Virginia,Taylor,39.3410,-80.0161,26354,1840099836
Kincaid,WV,West Virginia,Fayette,38.0381,-81.2759,25119,1840116963
Fort Ashby,WV,West Virginia,Mineral,39.4973,-78.7646,26719,1840109044
Star City,WV,West Virginia,Monongalia,39.6587,-79.9868,26505,1840100625
McConnell,WV,West Virginia,Logan,37.8282,-81.9652,25646,1840116972
Gypsy,WV,West Virginia,Harrison,39.3648,-80.3070,26431 26361,1840116948
Galloway,WV,West Virginia,Barbour,39.2339,-80.1277,26347 26349,1840116937
Montcalm,WV,West Virginia,Mercer,37.3516,-81.2515,24701 24737 24747,1840109417
Hurricane,WV,West Virginia,Putnam,38.4294,-82.0169,25526,1840099944
Keystone,WV,West Virginia,McDowell,37.4158,-81.4463,24868,1840100026
Valley Head,WV,West Virginia,Randolph,38.5472,-80.0320,26294,1840117006
White Hall,WV,West Virginia,Marion,39.4239,-80.1889,26554,1840100806
Great Cacapon,WV,West Virginia,Morgan,39.6144,-78.2857,25422,1840116944
McMechen,WV,West Virginia,Marshall,39.9854,-80.7335,26040,1840098318
St. Marys,WV,West Virginia,Pleasants,39.4023,-81.1951,26170,1840099203
Van,WV,West Virginia,Boone,37.9713,-81.7138,25206,1840117007
Coal City,WV,West Virginia,Raleigh,37.6776,-81.2180,25813 25823,1840109267
Sarah Ann,WV,West Virginia,Logan,37.7086,-81.9881,25644 25638,1840116995
Bud,WV,West Virginia,Wyoming,37.5329,-81.3821,25882 24716 24726,1840116913
Falls View,WV,West Virginia,Fayette,38.1297,-81.2539,25040 25002,1840116933
Addison,WV,West Virginia,Webster,38.4782,-80.4082,26288,1840110308
Romney,WV,West Virginia,Hampshire,39.3454,-78.7564,26757,1840100916
Weston,WV,West Virginia,Lewis,39.0390,-80.4616,26452,1840098595
Sistersville,WV,West Virginia,Tyler,39.5599,-80.9987,26175,1840099208
Jacksonburg,WV,West Virginia,Wetzel,39.5304,-80.6404,26377,1840116959
Fenwick,WV,West Virginia,Nicholas,38.2288,-80.5805,26202,1840116934
Rivesville,WV,West Virginia,Marion,39.5319,-80.1205,26588,1840098467
Davy,WV,West Virginia,McDowell,37.4759,-81.6474,24828,1840098059
Montrose,WV,West Virginia,Randolph,39.0674,-79.8144,26283,1840100243
Brush Fork,WV,West Virginia,Mercer,37.2805,-81.2450,24701,1840116912
Paauilo,HI,Hawaii,Hawaii,20.0397,-155.3696,96776,1840113690
Discovery Harbour,HI,Hawaii,Hawaii,19.0415,-155.6254,96772,1840118159
Haena,HI,Hawaii,Kauai,22.2186,-159.5610,96714,1840114881
Ualapue,HI,Hawaii,Maui,21.0704,-156.8355,96748,1840114894
Waikane,HI,Hawaii,Honolulu,21.4921,-157.8721,96744,1840113713
Kapalua,HI,Hawaii,Maui,20.9959,-156.6418,96761,1840113653
Nanakuli,HI,Hawaii,Honolulu,21.3892,-158.1445,96792,1840113685
Puhi,HI,Hawaii,Kauai,21.9622,-159.3918,96766,1840113702
West Loch Estate,HI,Hawaii,Honolulu,21.3617,-158.0246,96706,1840114898
Ewa Gentry,HI,Hawaii,Honolulu,21.3344,-158.0262,96706,1840108401
Keaau,HI,Hawaii,Hawaii,19.6156,-155.0372,96749,1840113657
Puako,HI,Hawaii,Hawaii,19.9389,-155.8604,96738 96743,1840113701
Hauula,HI,Hawaii,Honolulu,21.6111,-157.9118,96717,1840113623
Omao,HI,Hawaii,Kauai,21.9236,-159.4814,96756,1840113688
Makakilo,HI,Hawaii,Honolulu,21.3591,-158.0813,96707,1840113677
Schofield Barracks,HI,Hawaii,Honolulu,21.4936,-158.0617,96857 96786,1840113706
Ewa Villages,HI,Hawaii,Honolulu,21.3418,-158.0390,96706,1840113611
Kaaawa,HI,Hawaii,Honolulu,21.5485,-157.8534,96730,1840113638
Heeia,HI,Hawaii,Honolulu,21.4211,-157.8203,96744,1840113629
Waipahu,HI,Hawaii,Honolulu,21.3858,-158.0103,96797,1840113725
Kahului,HI,Hawaii,Maui,20.8715,-156.4603,96732 96733,1840113643
Kahuku,HI,Hawaii,Honolulu,21.6793,-157.9473,96731,1840113642
Pearl City,HI,Hawaii,Honolulu,21.4031,-157.9566,96701 96782,1840113697
Ahuimanu,HI,Hawaii,Honolulu,21.4379,-157.8404,96744,1840113603
Kalaheo,HI,Hawaii,Kauai,21.9159,-159.5236,96741,1840113646
Maunaloa,HI,Hawaii,Maui,21.1334,-157.2123,96770,1840113679
Captain Cook,HI,Hawaii,Hawaii,19.4995,-155.8937,96704 96750,1840113607
Kapaau,HI,Hawaii,Hawaii,20.2267,-155.8050,96755,1840113652
Haiku-Pauwela,HI,Hawaii,Maui,20.9156,-156.3022,96708,1840113614
Hawi,HI,Hawaii,Hawaii,20.2392,-155.8305,96719 96755,1840113628
Mililani Town,HI,Hawaii,Honolulu,21.4465,-158.0147,96789,1840113681
Wainiha,HI,Hawaii,Kauai,22.1983,-159.5456,96714,1840114897
Papaikou,HI,Hawaii,Hawaii,19.7917,-155.0962,96781,1840113695
Kawela Bay,HI,Hawaii,Honolulu,21.6991,-158.0026,96731,1840113656
Honomu,HI,Hawaii,Hawaii,19.8695,-155.1124,96728,1840113636
Kahaluu,HI,Hawaii,Honolulu,21.4576,-157.8453,96744,1840113640
Halawa,HI,Hawaii,Honolulu,21.3754,-157.9185,96701 96818,1840113616
Pahala,HI,Hawaii,Hawaii,19.1995,-155.4793,96777,1840113691
Lahaina,HI,Hawaii,Maui,20.8848,-156.6618,96761,1840113666
Hanalei,HI,Hawaii,Kauai,22.2041,-159.4977,96714,1840113620
Honokaa,HI,Hawaii,Hawaii,20.0746,-155.4656,96727,1840113635
Volcano,HI,Hawaii,Hawaii,19.4800,-155.2487,96785,1840113708
Pupukea,HI,Hawaii,Honolulu,21.6511,-158.0436,96712,1840113705
Laie,HI,Hawaii,Honolulu,21.6443,-157.9280,96762,1840113667
Hilo,HI,Hawaii,Hawaii,19.6886,-155.0864,96720,1840113631
Hawaiian Beaches,HI,Hawaii,Hawaii,19.5423,-154.9223,96778 96721,1840113625
Kaunakakai,HI,Hawaii,Maui,21.0905,-156.9981,96748,1840113655
Waimea,HI,Hawaii,Hawaii,20.0124,-155.6378,96743,1840113722
Punaluu,HI,Hawaii,Honolulu,21.5811,-157.8901,96717,1840113704
Makaha Valley,HI,Hawaii,Honolulu,21.4842,-158.1854,96792,1840113676
Kurtistown,HI,Hawaii,Hawaii,19.5833,-155.0721,96749 96771 96760,1840113665
Wailua,HI,Hawaii,Kauai,22.0550,-159.3406,96746,1840113716
Kapaa,HI,Hawaii,Kauai,22.0910,-159.3520,96746,1840113651
Kaneohe Station,HI,Hawaii,Honolulu,21.4451,-157.7515,96734 96863 96744,1840113650
Pakala Village,HI,Hawaii,Kauai,21.9445,-159.6436,96716 96769,1840113694
Honolulu,HI,Hawaii,Honolulu,21.3294,-157.8460,96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898,1840118304
Wailea,HI,Hawaii,Maui,20.6873,-156.4291,96790 96753,1840114896
Haleiwa,HI,Hawaii,Honolulu,21.5871,-158.1074,96712 96791,1840113617
Fern Forest,HI,Hawaii,Hawaii,19.4648,-155.1324,96771,1840113613
Kahaluu-Keauhou,HI,Hawaii,Hawaii,19.5726,-155.9580,96740,1840113641
Waimalu,HI,Hawaii,Honolulu,21.3913,-157.9345,96701,1840113719
Paia,HI,Hawaii,Maui,20.9062,-156.3678,96779,1840113693
Princeville,HI,Hawaii,Kauai,22.2177,-159.4809,96722,1840113700
Waiohinu,HI,Hawaii,Hawaii,19.0716,-155.6143,96772,1840016992
Kukuihaele,HI,Hawaii,Hawaii,20.1195,-155.5654,96727,1840113664
Kapolei,HI,Hawaii,Honolulu,21.3403,-158.0665,96707,1840114882
Eleele,HI,Hawaii,Kauai,21.9088,-159.5801,96705,1840113609
Paukaa,HI,Hawaii,Hawaii,19.7625,-155.0948,96720,1840113696
Kalaeloa,HI,Hawaii,Honolulu,21.3215,-158.0812,96707,1840117294
Whitmore Village,HI,Hawaii,Honolulu,21.5120,-158.0273,96786,1840113729
Ewa Beach,HI,Hawaii,Honolulu,21.3181,-158.0073,96706 96709,1840113610
Pahoa,HI,Hawaii,Hawaii,19.4961,-154.9454,96778,1840113692
Lihue,HI,Hawaii,Kauai,21.9728,-159.3541,96766,1840113672
Wheeler AFB,HI,Hawaii,Honolulu,21.4735,-158.0346,96789 96786 96854,1840113728
Waianae,HI,Hawaii,Honolulu,21.4569,-158.1759,96792,1840113711
Fern Acres,HI,Hawaii,Hawaii,19.5082,-155.0785,96771,1840113612
Kaanapali,HI,Hawaii,Maui,20.9276,-156.6795,96761 96767,1840113639
Haliimaile,HI,Hawaii,Maui,20.8671,-156.3381,96768,1840113618
Eden Roc,HI,Hawaii,Hawaii,19.4917,-155.0958,96771,1840113608
Honalo,HI,Hawaii,Hawaii,19.5787,-155.9020,96725,1840113633
Maalaea,HI,Hawaii,Maui,20.8047,-156.4898,96793,1840113673
Launiupoko,HI,Hawaii,Maui,20.8541,-156.6424,96761,1840114886
Waikele,HI,Hawaii,Honolulu,21.4025,-158.0058,96797,1840114895
Aiea,HI,Hawaii,Honolulu,21.3865,-157.9232,96701,1840113604
Keokea,HI,Hawaii,Maui,20.7211,-156.3625,96790,1840114883
Nanawale Estates,HI,Hawaii,Hawaii,19.5042,-154.9117,96778,1840113686
Koloa,HI,Hawaii,Kauai,21.9030,-159.4610,96756,1840113662
Ko Olina,HI,Hawaii,Honolulu,21.3378,-158.1188,96707,1840114884
Hawaiian Ocean View,HI,Hawaii,Hawaii,19.0959,-155.7749,96737,1840113626
Waikapu,HI,Hawaii,Maui,20.8391,-156.5221,96793,1840113714
Waimanalo,HI,Hawaii,Honolulu,21.3421,-157.7303,96795,1840113721
Honaunau-Napoopoo,HI,Hawaii,Hawaii,19.4538,-155.8588,96704 96726,1840113634
East Honolulu,HI,Hawaii,Honolulu,21.2975,-157.7211,96821 96825 96824,1840114880
Hanapepe,HI,Hawaii,Kauai,21.9140,-159.5874,96716,1840113622
Hana,HI,Hawaii,Maui,20.7720,-156.0107,96713,1840113619
Hawaiian Paradise Park,HI,Hawaii,Hawaii,19.5828,-154.9693,96749,1840113627
Naalehu,HI,Hawaii,Hawaii,19.0698,-155.5751,96772,1840113684
Waipio,HI,Hawaii,Honolulu,21.4143,-157.9966,96797,1840113727
Kekaha,HI,Hawaii,Kauai,21.9684,-159.7141,96752,1840113659
Kualapuu,HI,Hawaii,Maui,21.1563,-157.0591,96757 96729,1840113663
Kihei,HI,Hawaii,Maui,20.7653,-156.4454,96753,1840113660
Mountain View,HI,Hawaii,Hawaii,19.5358,-155.1596,96771,1840113683
Kaumakani,HI,Hawaii,Kauai,21.9187,-159.6241,96747,1840113654
Olowalu,HI,Hawaii,Maui,20.8222,-156.6169,96761,1840114893
Wailua Homesteads,HI,Hawaii,Kauai,22.0650,-159.3771,96746,1840113717
Makawao,HI,Hawaii,Maui,20.8480,-156.3190,96768,1840113678
Pukalani,HI,Hawaii,Maui,20.8329,-156.3415,96768 96788,1840113703
Manele,HI,Hawaii,Maui,20.7419,-156.9012,96763,1840114889
Orchidlands Estates,HI,Hawaii,Hawaii,19.5570,-155.0142,96749,1840113689
Kula,HI,Hawaii,Maui,20.7706,-156.3284,96790 96784,1840114885
Royal Kunia,HI,Hawaii,Honolulu,21.4053,-158.0318,96797,1840113707
Makaha,HI,Hawaii,Honolulu,21.4735,-158.2103,96792,1840113675
Mililani Mauka,HI,Hawaii,Honolulu,21.4756,-157.9947,96789,1840114890
Mokuleia,HI,Hawaii,Honolulu,21.5775,-158.1487,96791,1840113682
Makena,HI,Hawaii,Maui,20.6310,-156.4252,96790 96753,1840114888
Waihee-Waiehu,HI,Hawaii,Maui,20.9188,-156.5063,96793,1840113712
Ocean Pointe,HI,Hawaii,Honolulu,21.3145,-158.0289,96706,1840114891
Waimanalo Beach,HI,Hawaii,Honolulu,21.3288,-157.6975,96795,1840113720
Holualoa,HI,Hawaii,Hawaii,19.6238,-155.9269,96725 96740,1840113632
Olinda,HI,Hawaii,Maui,20.8261,-156.2917,96768,1840114892
Kalaoa,HI,Hawaii,Hawaii,19.7369,-156.0122,96740 96745,1840113647
Kealakekua,HI,Hawaii,Hawaii,19.5286,-155.9033,96750,1840113658
Kalihiwai,HI,Hawaii,Kauai,22.2165,-159.4405,96754,1840113648
Pepeekeo,HI,Hawaii,Hawaii,19.8316,-155.1061,96783,1840113698
Kailua,HI,Hawaii,Honolulu,21.3920,-157.7396,96734,1840113645
Kaneohe,HI,Hawaii,Honolulu,21.4062,-157.7904,96744,1840113649
Napili-Honokowai,HI,Hawaii,Maui,20.9767,-156.6646,96761,1840113687
Wainaku,HI,Hawaii,Hawaii,19.7449,-155.0985,96720,1840113724
Hickam Housing,HI,Hawaii,Honolulu,21.3311,-157.9475,96853 96818,1840113630
Hawaiian Acres,HI,Hawaii,Hawaii,19.5325,-155.0497,96771 96760,1840113624
Laupahoehoe,HI,Hawaii,Hawaii,19.9749,-155.2380,96764,1840113669
Wailuku,HI,Hawaii,Maui,20.8834,-156.5059,96793,1840113718
Waialua,HI,Hawaii,Honolulu,21.5660,-158.1198,96791,1840113710
Leilani Estates,HI,Hawaii,Hawaii,19.4659,-154.9157,96778,1840113671
Halaula,HI,Hawaii,Hawaii,20.2260,-155.7816,96755,1840113615
Poipu,HI,Hawaii,Kauai,21.8834,-159.4600,96756,1840113699
Lawai,HI,Hawaii,Kauai,21.9203,-159.5006,96765 96756 96741,1840113670
Maili,HI,Hawaii,Honolulu,21.4134,-158.1702,96792,1840113674
Anahola,HI,Hawaii,Kauai,22.1455,-159.3151,96703 96746,1840113606
Waipio Acres,HI,Hawaii,Honolulu,21.4689,-158.0173,96789,1840113726
Iroquois Point,HI,Hawaii,Honolulu,21.3232,-157.9775,96706,1840113637
Wahiawa,HI,Hawaii,Honolulu,21.5004,-158.0198,96786,1840113709
Ainaloa,HI,Hawaii,Hawaii,19.5214,-154.9944,96778,1840113605
Lanai City,HI,Hawaii,Maui,20.8279,-156.9147,96763,1840113668
Maunawili,HI,Hawaii,Honolulu,21.3667,-157.7713,96734,1840113680
Mahinahina,HI,Hawaii,Maui,20.9539,-156.6565,96761,1840114887
Kilauea,HI,Hawaii,Kauai,22.2108,-159.3964,96754,1840113661
Hanamaulu,HI,Hawaii,Kauai,21.9954,-159.3493,96766,1840113621
Waikoloa Village,HI,Hawaii,Hawaii,19.9285,-155.8185,96738,1840113715
North Key Largo,FL,Florida,Monroe,25.2574,-80.3242,33037,1840111503
Trenton,FL,Florida,Gilchrist,29.6092,-82.8146,32693,1840012433
Wilton Manors,FL,Florida,Broward,26.1593,-80.1395,33305 33334 33311,1840012489
Chumuckla,FL,Florida,Santa Rosa,30.7826,-87.2309,32571 32565,1840114824
Sanford,FL,Florida,Seminole,28.7893,-81.2760,32773 32771 32745 32772,1840012324
Micanopy,FL,Florida,Alachua,29.5060,-82.2806,32667,1840012068
Tamarac,FL,Florida,Broward,26.2057,-80.2549,33321 33319 33349 33359,1840013302
Asbury Lake,FL,Florida,Clay,30.0472,-81.7855,32043 32067,1840110972
Wausau,FL,Florida,Washington,30.6332,-85.5874,32428 32463,1840012461
Mary Esther,FL,Florida,Okaloosa,30.4127,-86.6588,32569,1840012050
Timber Pines,FL,Florida,Hernando,28.4690,-82.5999,34606,1840111227
Surfside,FL,Florida,Miami-Dade,25.8787,-80.1250,33154,1840012406
Waldo,FL,Florida,Alachua,29.7925,-82.1663,32694,1840012455
Sawgrass,FL,Florida,St. Johns,30.1900,-81.3704,32082,1840111126
Mims,FL,Florida,Brevard,28.6928,-80.8468,32754,1840111451
Royal Palm Estates,FL,Florida,Palm Beach,26.6815,-80.1265,33413 33415,1840111631
Roeville,FL,Florida,Santa Rosa,30.6838,-86.9940,32570,1840114865
Parkland,FL,Florida,Broward,26.3218,-80.2533,33076 33067,1840013504
Oak Ridge,FL,Florida,Orange,28.4727,-81.4169,32809 32839,1840111514
Fidelis,FL,Florida,Santa Rosa,30.9343,-87.0246,32565,1840117854
Niceville,FL,Florida,Okaloosa,30.5290,-86.4753,32578 32588,1840012547
Crystal Springs,FL,Florida,Pasco,28.1830,-82.1539,33540 33524,1840111109
Laurel Hill,FL,Florida,Okaloosa,30.9640,-86.4561,32567,1840012001
Munson,FL,Florida,Santa Rosa,30.8418,-86.8870,32570,1840114854
High Point,FL,Florida,Hernando,28.5474,-82.5206,34613,1840110909
Beacon Square,FL,Florida,Pasco,28.2118,-82.7504,34691 34652,1840110994
Ruskin,FL,Florida,Hillsborough,27.7065,-82.4209,33570 33571 33575,1840111634
Olympia Heights,FL,Florida,Miami-Dade,25.7241,-80.3390,33165 33155,1840111525
Midway,FL,Florida,Gadsden,30.4992,-84.4582,32343,1840013435
Brownsville,FL,Florida,Miami-Dade,25.8216,-80.2417,33142 33188,1840111040
Palm Beach Gardens,FL,Florida,Palm Beach,26.8486,-80.1660,33418 33410 33412 33403,1840013329
Marianna,FL,Florida,Jackson,30.7943,-85.2260,32446 32447 32448,1840012046
Aucilla,FL,Florida,Jefferson,30.4770,-83.7604,32344,1840117346
Heathrow,FL,Florida,Seminole,28.7754,-81.3721,32746,1840110901
South Highpoint,FL,Florida,Pinellas,27.9087,-82.7162,33760,1840111171
Live Oak,FL,Florida,Suwannee,30.2956,-82.9847,32064,1840012016
West Vero Corridor,FL,Florida,Indian River,27.6378,-80.4855,32966,1840108364
Fruitville,FL,Florida,Sarasota,27.3328,-82.4616,34232 34240,1840110842
Pine Castle,FL,Florida,Orange,28.4651,-81.3740,32809 32839,1840111555
Progress Village,FL,Florida,Hillsborough,27.8832,-82.3593,33619 33578,1840111592
Panacea,FL,Florida,Wakulla,30.0282,-84.3936,32346,1840117355
Wewahitchka,FL,Florida,Gulf,30.1148,-85.1935,32465,1840012548
Vamo,FL,Florida,Sarasota,27.2254,-82.4944,34231 34238 34229,1840111244
Tampa,FL,Florida,Hillsborough,27.9942,-82.4451,33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33663 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,1840012413
Rio,FL,Florida,Martin,27.2161,-80.2400,34957,1840111616
Laguna Beach,FL,Florida,Bay,30.2549,-85.9511,32413,1840111352
DeBary,FL,Florida,Volusia,28.8815,-81.3240,32713 32753,1840011707
Cooper City,FL,Florida,Broward,26.0463,-80.2862,33024 33026 33330 33328,1840011664
Inverness Highlands South,FL,Florida,Citrus,28.8006,-82.3372,34452,1840110941
Myrtle Grove,FL,Florida,Escambia,30.4158,-87.3028,32506 32511 32516,1840111478
Raleigh,FL,Florida,Levy,29.4479,-82.4680,32696,1840117358
Lely Resort,FL,Florida,Collier,26.0889,-81.7031,34113,1840111390
Kenneth City,FL,Florida,Pinellas,27.8155,-82.7162,33709,1840012541
Campbellton,FL,Florida,Jackson,30.9505,-85.4025,32426,1840011613
Center Hill,FL,Florida,Sumter,28.6335,-81.9986,33514 33597,1840011632
Nokomis,FL,Florida,Sarasota,27.1227,-82.4370,34275,1840111493
West DeLand,FL,Florida,Volusia,29.0162,-81.3343,32720,1840111283
Margate,FL,Florida,Broward,26.2466,-80.2119,33063 33068 33093,1840012045
Harlem,FL,Florida,Hendry,26.7325,-80.9518,33440,1840110894
Lockhart,FL,Florida,Orange,28.6271,-81.4354,32703 32810 32860,1840111400
Venice Gardens,FL,Florida,Sarasota,27.0694,-82.4054,34293,1840111248
Plantation,FL,Florida,Broward,26.1260,-80.2617,33322 33323 33324 33325 33317 33313 33318 33329 33337 33388,1840012239
Lake Worth,FL,Florida,Palm Beach,26.6195,-80.0591,33461 33460 33466,1840011992
Berrydale,FL,Florida,Santa Rosa,30.8982,-87.0350,32570 32565,1840114820
Hypoluxo,FL,Florida,Palm Beach,26.5634,-80.0531,33462,1840011916
Lecanto,FL,Florida,Citrus,28.8359,-82.4880,34461,1840111385
Hernando,FL,Florida,Citrus,28.9451,-82.3781,34434 34442 34441,1840110907
Glencoe,FL,Florida,Volusia,28.9999,-80.9602,32168,1840110858
Buenaventura Lakes,FL,Florida,Osceola,28.3349,-81.3539,34743,1840114183
Astor,FL,Florida,Lake,29.1635,-81.5349,32102,1840110974
Bartow,FL,Florida,Polk,27.8868,-81.8213,33830 33880 33831 33863,1840011520
Suncoast Estates,FL,Florida,Lee,26.7123,-81.8684,33917,1840111197
Kensington Park,FL,Florida,Sarasota,27.3591,-82.4932,34235 34230,1840111338
Coconut Creek,FL,Florida,Broward,26.2802,-80.1842,33073 33063 33066,1840013301
Sunny Isles Beach,FL,Florida,Miami-Dade,25.9385,-80.1246,33160,1840012399
Pensacola,FL,Florida,Escambia,30.4427,-87.1886,32501 32504 32503 32502 32513 32522 32524 32591,1840012515
Horseshoe Beach,FL,Florida,Dixie,29.4498,-83.2819,32648,1840011914
Ponce de Leon,FL,Florida,Holmes,30.7234,-85.9374,32455,1840012254
St. James City,FL,Florida,Lee,26.5507,-82.0980,33956,1840111110
Fort Pierce South,FL,Florida,St. Lucie,27.4096,-80.3538,34982 34981,1840110834
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,33014 33169 33055 33056 33054 33269,1840108477
Largo,FL,Florida,Pinellas,27.9088,-82.7712,33756 33771 33760 33764 33770 33773 33778 33774 33779,1840011997
Cabana Colony,FL,Florida,Palm Beach,26.8554,-80.0864,33410 33420,1840117347
Country Club,FL,Florida,Miami-Dade,25.9407,-80.3102,33015 33017,1840111102
St. Augustine South,FL,Florida,St. Johns,29.8449,-81.3156,32086,1840111638
Lake Panasoffkee,FL,Florida,Sumter,28.7878,-82.1318,33538,1840111366
Montverde,FL,Florida,Lake,28.5971,-81.6787,34756,1840012087
Ridge Wood Heights,FL,Florida,Sarasota,27.2874,-82.5137,34231,1840111614
Feather Sound,FL,Florida,Pinellas,27.9061,-82.6813,33762,1840110814
Gulfport,FL,Florida,Pinellas,27.7463,-82.7100,33707 33711,1840011859
Hollywood,FL,Florida,Broward,26.0294,-80.1679,33019 33024 33023 33021 33020 33004 33316 33312 33022 33081 33082 33302,1840011906
South Palm Beach,FL,Florida,Palm Beach,26.5899,-80.0390,33480,1840012378
Geneva,FL,Florida,Seminole,28.7377,-81.1143,32732,1840110851
Gulf Breeze,FL,Florida,Santa Rosa,30.3685,-87.1769,32561 32562,1840011852
Kissimmee,FL,Florida,Osceola,28.3042,-81.4164,34741 34743 34744 34746 34745,1840011961
Elfers,FL,Florida,Pasco,28.2140,-82.7230,34690 34653 34652 34680,1840110788
Princeton,FL,Florida,Miami-Dade,25.5396,-80.3971,33032 33092,1840111590
Lake Lindsey,FL,Florida,Hernando,28.6322,-82.3616,34601,1840111360
Medley,FL,Florida,Miami-Dade,25.8646,-80.3516,33178 33166 33198,1840013347
Lake Sarasota,FL,Florida,Sarasota,27.2916,-82.4370,34241,1840111368
Esto,FL,Florida,Holmes,30.9819,-85.6429,32425,1840011764
Manatee Road,FL,Florida,Levy,29.5147,-82.9186,32626 32693,1840111412
Indian Creek,FL,Florida,Miami-Dade,25.8783,-80.1370,33154,1840111673
Brandon,FL,Florida,Hillsborough,27.9367,-82.3000,33511 33510 33594 33619 33584 33508 33509 33595,1840111029
